CHECKPOINT: mockingjay_libri_sd1337_LinearLarge/mockingjay-500000.ckpt
ORIGINAL PERFORMANCE: 0.3082897745502683
PRUNE LAYER SUMMARY
layer 0: 0.3125552579473991
layer 1: 0.31510409712791443
layer 2: 0.3626118411238377
layer 3: 0.3110787242364425
layer 4: 0.31038388910775
layer 5: 0.31010371819138527
layer 6: 0.30999437590631157
layer 7: 0.31005162817354387
layer 8: 0.3110324956763249
layer 9: 0.310400788170787
layer 10: 0.3149376901296469
layer 11: 0.31694655048732573
